iter	MultiClass
0	0.6864849175
1	0.5659485135
2	0.4723640951
3	0.3825620388
4	0.3410349935
5	0.3096802572
6	0.290886339
7	0.2776465386
8	0.2614004449
9	0.2465172255
10	0.2318988173
11	0.2250521105
12	0.2115495605
13	0.2064495443
14	0.2041431342
15	0.2009935438
16	0.1979826931
17	0.196688151
18	0.1897932129
19	0.1869810248
20	0.1859666477
21	0.1779166124
22	0.1741687283
23	0.1709971381
24	0.1682475722
25	0.1666143256
26	0.1591123725
27	0.1563561469
28	0.1540422092
29	0.1495482585
30	0.1484446615
31	0.1465729709
32	0.145036065
33	0.1438782552
34	0.1431670193
35	0.1406799995
36	0.1388416341
37	0.1383023275
38	0.1339600559
39	0.1319335124
40	0.1296271023
41	0.126320638
42	0.1219770508
43	0.1196876899
44	0.1175709364
45	0.1161222331
46	0.1143658719
47	0.1102746243
48	0.1092348362
49	0.1074750231
50	0.1066556396
51	0.105124627
52	0.104264974
53	0.1029081285
54	0.1026065742
55	0.1020723402
56	0.1017244602
57	0.09946739366
58	0.09805882433
59	0.09728560384
60	0.09603702799
61	0.09284451633
62	0.0911574707
63	0.09025107151
64	0.0898614841
65	0.08916944038
66	0.08812488471
67	0.08724356418
68	0.08591217041
69	0.08569525146
70	0.08482542589
71	0.08405845133
72	0.08236260308
73	0.08170365397
74	0.08013227675
75	0.07953839789
76	0.07803394911
77	0.07756705729
78	0.07647235786
79	0.0749549018
80	0.07447898356
81	0.07227155219
82	0.07143399387
83	0.07105664063
84	0.07099262831
85	0.06988494873
86	0.06825203451
87	0.06677612983
88	0.0661848348
89	0.065954088
90	0.06532620578
91	0.06425099691
92	0.06372009277
93	0.06249009196
94	0.06209743245
95	0.06169432237
96	0.06095936415
97	0.05994571262
98	0.0592579617
99	0.05868621148
100	0.05769073486
101	0.05722086589
102	0.05691161431
103	0.05609699843
104	0.05571364
105	0.05473835585
106	0.05367133586
107	0.05328766547
108	0.05216550022
109	0.05174989149
110	0.05170502387
111	0.05074345567
112	0.05064618259
113	0.05050956557
114	0.0501253323
115	0.05003584798
116	0.04956094699
117	0.0488971795
118	0.04862461344
119	0.04849246894
120	0.04824790446
121	0.04804951647
122	0.04712865194
123	0.04700311279
124	0.04645701769
