iter	MultiClass
215	2.434678646
216	1.68995638
217	1.052455078
218	0.7849634766
219	0.7978404297
220	1.608291667
221	0.8626347005
222	1.397969661
223	1.659535417
224	0.9152694661
225	1.812253906
226	1.489969661
227	0.925710612
228	1.235984505
229	0.5130092448
230	0.8145455078
231	1.645766797
232	0.9016402344
233	1.23498112
234	1.426589844
235	0.6817539062
236	1.837357031
237	1.428834766
238	0.8923723958
239	1.558241667
240	0.8296281901
241	0.5186648112
242	0.555952474
243	0.8187604167
244	1.184729167
245	1.395319401
246	0.7054296875
247	0.687808724
248	1.483992969
249	0.8046076172
250	0.5651135417
251	0.798435026
252	1.45807487
253	0.7133007161
254	1.851176172
255	1.554515495
256	1.367114714
257	2.184152995
258	1.439707943
259	0.6953048177
260	1.259721354
261	1.263514323
262	0.5950260417
263	0.4534650716
264	0.6044578776
265	1.746388021
266	1.001657747
267	1.338898047
268	1.559011458
269	0.8147152344
270	1.395760547
271	1.297319141
272	0.6481457031
273	0.8620578776
274	1.905222135
275	1.160871484
276	1.443607031
277	1.79066849
278	1.046249935
279	1.469513932
280	1.621266276
281	0.8771134766
282	1.508363411
283	1.505090495
284	1.199800911
285	2.302635937
286	1.558409896
287	0.8220930339
288	0.7770951823
289	1.628105599
290	0.8837707031
291	0.8321697917
292	1.322992187
293	0.5784065104
294	1.218565495
295	1.321564844
296	0.7687347005
297	1.249242708
298	0.6993133464
299	1.242016797
300	0.4978216471
301	1.615308333
302	1.286582682
303	1.042273307
304	1.809243229
305	1.064802734
306	1.609229557
307	1.695097266
308	0.9507466797
309	1.886084375
310	1.559536589
311	0.9102499349
312	0.785446224
313	1.938853125
314	1.607706901
315	1.097110286
316	1.790652734
317	1.046682682
318	0.9361929688
319	1.488092578
320	0.7436933594
321	0.8563738932
322	1.306784375
323	0.5624343099
324	1.542662891
325	1.146185547
326	1.004613802
327	1.84529987
328	1.101112891
329	0.8208203125
330	1.74070651
331	0.996316276
332	0.7635261068
333	1.566517057
334	0.8222438802
335	1.784822526
336	1.727001823
337	0.982905599
338	1.084832682
339	1.455416927
340	0.7111813151
341	1.345361458
342	1.23652474
343	0.5808441406
344	0.5020645508
345	1.332977344
346	1.485342318
347	0.7409169271
348	1.647316667
349	1.318979167
350	0.7223764974
351	0.7753776042
352	1.954446875
353	1.575635547
354	0.8317795573
355	1.429891016
356	1.726776953
357	0.9826676432
358	1.613567057
359	1.338693229
360	0.5943101563
361	1.786294401
362	1.393717318
363	1.278992969
364	1.919117969
365	1.17493763
366	1.588057031
367	1.752850781
368	1.008597396
369	1.430565104
370	1.498526953
371	0.891808724
372	0.8888317057
373	1.06132526
374	1.378697135
375	0.6340852865
376	1.452608984
377	1.26421849
378	1.047086849
379	2.062527083
380	1.31760599
381	1.11868776
382	1.890078385
383	1.1458125
384	1.309627995
385	1.669192448
386	0.9249212891
387	1.47062474
388	1.701448177
389	0.9568109375
390	1.762560156
391	1.433998958
392	0.690024349
393	0.8358208984
394	1.269379557
395	0.5250526367
396	1.355454818
397	1.199446484
398	0.4556304688
399	1.369703125
400	1.248807422
401	1.102042839
402	1.868528776
403	1.124149349
404	1.258560677
405	1.653470313
406	0.9092989583
407	1.630272786
408	1.486927865
409	0.7421594401
410	1.141523307
411	1.607321094
412	0.8631127604
413	1.648545573
414	1.493403516
415	1.100478516
416	2.272980208
417	1.528634896
418	0.7841788411
419	1.399223958
420	1.143682552
421	0.4421699544
422	0.743413737
423	1.555108203
424	0.8108657552
425	1.104590755
426	1.336317057
427	0.5952044271
428	1.091455534
429	1.834666797
430	1.090274089
431	1.722873958
432	1.720098177
433	1.100971875
434	0.8978223307
435	1.189377344
436	1.466456901
437	0.7222561198
438	1.672353906
439	1.414193099
440	0.6707111979
441	0.4043349284
442	0.7427822917
443	0.8582360026
444	1.349440885
445	0.6885058594
446	0.6619284505
447	1.156146224
448	1.209779167
449	1.95428763
450	1.210194922
451	0.817388737
452	1.755240234
453	1.010996615
454	0.4737599609
455	0.9888613932
456	0.4696369466
457	1.457045964
458	0.7128726562
459	1.674696615
460	1.292155469
461	0.6859825521
462	0.7526002604
463	1.638512891
464	1.550486198
465	0.9688192057
466	1.11795599
467	1.768109635
468	1.643565104
469	0.8992694661
470	1.657376172
471	1.300967839
472	0.6745982422
473	0.9755103516
474	2.02765651
475	1.283639453
476	1.301265234
477	1.883430208
478	1.139176432
479	0.4404780273
480	0.3927752604
481	0.6986398437
482	1.257471615
483	1.306784505
484	0.5757698568
485	0.8851757812
486	1.774192318
487	1.030104036
488	1.336980339
489	1.568557812
490	0.824434375
491	1.546713802
492	1.454900911
493	0.7751185547
494	0.7417195313
495	1.786085417
496	1.041914844
497	1.479823828
498	1.619779427
499	0.8760803385
500	1.047047266
501	1.422797786
502	0.678551888
503	1.603107422
504	1.207488281
505	0.8163820312
506	1.836334115
507	1.091934701
508	2.202102604
509	1.890351823
510	1.146241016
511	1.315042969
512	1.504220833
513	0.7601302083
514	1.67596224
515	1.338510807
516	0.937144401
517	2.126495703
518	1.38214401
519	1.158129688
520	2.012485156
521	1.268742448
522	0.8843684896
523	1.760951432
524	1.016795378
525	1.442472917
526	1.815052995
527	1.070716081
528	1.24469401
529	1.647848437
530	0.9037809896
531	1.37096875
532	1.388720443
533	0.6442858724
534	1.83499987
535	1.44592474
536	0.701778776
537	1.577989062
538	1.312104948
539	0.5859345703
540	0.5023548177
541	0.5354610026
542	1.121615104
543	1.207049089
544	0.6285980469
545	0.7705753255
546	0.9970128906
547	1.150270703
548	0.4200691732
549	0.7910055339
550	1.587787109
551	0.8433516927
552	1.97220625
553	1.641793359
554	0.8976686849
555	1.846990365
556	1.482740885
557	0.7385070312
558	1.063367187
559	1.051872461
560	0.5907630208
561	1.783989453
562	1.039932422
563	1.23109362
564	1.617995312
565	0.8743446615
566	1.289369922
567	1.778857813
568	1.034739193
569	1.912429167
570	1.66521875
571	1.004417904
572	0.7785367187
573	1.829417057
574	1.653151562
575	0.9090492839
576	1.267953906
577	1.236843099
578	0.4940187826
579	0.721553125
580	1.440353516
581	0.6961921875
582	1.475151172
583	1.483620443
584	0.9612666667
585	1.711397786
586	0.9673472656
587	1.646533724
588	1.587803125
589	0.8436447917
590	1.554894271
591	1.473854557
592	1.202822005
593	2.272022396
594	1.527647526
595	0.783490625
596	1.765623177
597	1.374453776
598	0.7106485026
599	0.804597526
