iter	MultiClass
0	0.7744953885
1	0.6433491753
2	0.5399026693
3	0.468163303
4	0.3987188043
5	0.3732592231
6	0.3438277452
7	0.3227184245
8	0.3131913249
9	0.2879537218
10	0.274450548
11	0.2700022244
12	0.2602053494
13	0.2535992567
14	0.2471913791
15	0.2400305718
16	0.2326470269
17	0.2138726128
18	0.2015968153
19	0.1968748779
20	0.1881628418
21	0.1824939643
22	0.1732655029
23	0.1685525038
24	0.1557526584
25	0.1485231255
26	0.1447832981
27	0.1411178521
28	0.1369746229
29	0.1330920003
30	0.1266433919
31	0.1233739692
32	0.1200785997
33	0.1139742703
34	0.1095727946
35	0.1089208917
36	0.1073846639
37	0.1038657159
38	0.1010625407
39	0.09880388726
40	0.09726431613
41	0.0932637736
42	0.09087032064
43	0.0895509101
44	0.08797498237
45	0.08508931478
46	0.0836376614
47	0.08232280816
48	0.07941219076
49	0.07762072076
50	0.07632765706
51	0.07405800374
52	0.07356915961
53	0.07188179525
54	0.07087104628
55	0.06939670817
56	0.06775478109
57	0.06544995795
58	0.06337214491
59	0.06231003825
60	0.06097979736
61	0.05918027072
62	0.05738729519
63	0.05597010973
64	0.05437927246
65	0.05405187649
66	0.05253011068
67	0.05164666409
68	0.05101526896
69	0.05061792331
70	0.04969879829
71	0.0484056939
72	0.04807478502
73	0.04761207411
74	0.04636372884
75	0.04545017497
76	0.04526502821
77	0.04428068373
78	0.04343672011
79	0.04306132677
80	0.04206000773
81	0.04156347317
82	0.04047818671
83	0.03952356296
84	0.03892966037
85	0.03833944702
86	0.0377472602
87	0.03691227214
88	0.03617634074
89	0.03598808119
90	0.0354399075
91	0.03476531304
92	0.03414892578
93	0.0334761556
94	0.03303399997
95	0.03258374702
96	0.03238720025
97	0.03190150621
98	0.0314409078
99	0.03118617418
100	0.03107579549
101	0.03068902588
102	0.03056625705
103	0.03024425252
104	0.02979285346
105	0.0295052592
106	0.02928077189
107	0.02892081706
108	0.0285055169
109	0.02832365078
110	0.02799517483
111	0.02765789286
112	0.02720915222
113	0.02701314629
114	0.02657132806
115	0.02635191515
116	0.02621957906
117	0.02601239353
118	0.02582496813
119	0.02562408956
120	0.02552280511
121	0.02527650282
122	0.02507618205
123	0.02481278992
124	0.02462765164
125	0.02437609355
126	0.02422300381
127	0.02400873481
128	0.02377608914
129	0.02344066026
130	0.02328901164
131	0.02313900926
132	0.02286394755
133	0.02255408563
134	0.02225728014
135	0.02212095303
136	0.02183009169
137	0.02158042908
138	0.02134320407
139	0.02107372538
140	0.02091162109
141	0.02082043796
142	0.02068954976
143	0.02052428691
144	0.02046412489
145	0.0202896559
146	0.02012858412
147	0.02001915148
148	0.01992414856
149	0.01982570394
150	0.01950112237
151	0.01946562534
152	0.01936075677
153	0.01932423062
154	0.01919032457
155	0.01900445218
156	0.01886525981
157	0.01880408732
158	0.01864186774
159	0.01857481045
160	0.01849625312
161	0.0184125434
162	0.0182349667
163	0.01805754259
164	0.01797895643
165	0.01771844482
166	0.01762588331
167	0.01749169244
168	0.01732599216
169	0.01722854275
170	0.0171276652
171	0.01704712592
172	0.01692669169
173	0.01685059781
174	0.01676017592
175	0.01663327874
176	0.01650042555
177	0.01639452108
178	0.01621625943
179	0.01614545865
180	0.016049096
181	0.01591097683
182	0.01580806647
183	0.01576352098
184	0.01567621867
185	0.01560051643
186	0.01552725898
187	0.01541764153
188	0.01529627143
189	0.01516808743
190	0.01508689033
191	0.01500796678
192	0.01497546217
193	0.0149244283
194	0.01483253988
195	0.01475390286
196	0.01471606106
197	0.0146486952
198	0.01455148994
199	0.01442336358
200	0.01433083428
201	0.01423232863
202	0.01417279731
203	0.01414642843
204	0.01410764058
205	0.01402181074
206	0.01398103417
207	0.01389334106
208	0.0137663303
209	0.01373501672
210	0.01365741815
211	0.01357498678
212	0.01353121185
213	0.01350423347
214	0.0134578637
215	0.01338623895
216	0.0133501197
217	0.01326517063
218	0.01319130961
219	0.01311400265
220	0.01308191596
221	0.01301257748
222	0.01294960785
223	0.01286684757
224	0.01282487996
225	0.01273562453
226	0.01267370182
227	0.01259566498
228	0.01251816644
229	0.01247277662
230	0.01244189199
231	0.01237596724
232	0.01230279117
233	0.01223851267
234	0.01221077898
235	0.01219124264
236	0.01212486776
237	0.01205670675
238	0.01200672997
239	0.0119676573
240	0.0119143219
241	0.01185385471
242	0.01181974199
243	0.01175115289
244	0.01170447795
245	0.01164547221
246	0.01159577433
247	0.01157130178
248	0.01153771888
249	0.01152746158
250	0.01148167928
251	0.01143399217
252	0.01139622498
253	0.01136162821
254	0.011315723
255	0.01130090841
256	0.01122742886
257	0.01118898434
258	0.01116078101
259	0.01114041477
260	0.01110728116
261	0.01106064606
262	0.01103257921
263	0.01098924086
264	0.01094103241
265	0.01089885118
266	0.01087263574
267	0.0108257726
268	0.01079032474
269	0.01077610694
270	0.01075382233
271	0.01071381887
272	0.01068807983
273	0.01065204451
274	0.01060734049
